# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606-F814    F814       F606     comp     cumweight      origpos      xraw       yraw     pos
    0.8710    27.6839    28.5550    74.7492  1566.0081        636       1359        609       1335
    0.6965    27.6847    28.3813    74.7335  1567.3462       1657       1214        659       1336
    0.5569    27.6854    28.2423    74.7209  1568.6845       1745       1098        699       1337
    0.9830    27.6866    28.6696    74.6970  1570.0232       1104       1452        576       1338
    0.9252    27.6888    28.6140    74.6550  1571.3627       1826       1404        592       1339
    0.9072    27.6895    28.5967    74.6419  1572.7025       1693       1389        597       1340
    0.9276    27.6899    28.6175    74.6345  1574.0423       1766       1406        591       1341
    0.7880    27.6905    28.4785    74.6220  1575.3824        811       1290        631       1342
    0.9409    27.6905    28.6314    74.6219  1576.7225        291       1417        587       1343
    1.2730    27.6919    28.9649    74.5964  1578.0630       1169       1693        491       1344
    0.8386    27.6921    28.5307    74.5920  1579.4037        907       1332        616       1345
    0.8024    27.6935    28.4959    74.5657  1580.7448       1356       1302        626       1346
    1.5101    27.6945    29.2046    74.5464  1582.0862       1270       1890        422       1347
    0.8325    27.6946    28.5272    74.5431  1583.4277       1627       1327        617       1348
    1.0058    27.6950    28.7009    74.5356  1584.7694        883       1471        567       1349
    0.8807    27.6951    28.5758    74.5336  1586.1110       1777       1367        603       1350
    0.9986    27.6953    28.6939    74.5304  1587.4528       1781       1465        569       1351
    1.0082    27.6961    28.7044    74.5151  1588.7948        628       1473        566       1352
    0.4101    27.6967    28.1068    74.5028  1590.1370       1591        976        738       1353
    1.0660    27.6974    28.7634    74.4904  1591.4795       1181       1521        549       1354
    0.8807    27.6986    28.5793    74.4668  1592.8224       1694       1367        602       1355
    1.1130    27.6991    28.8120    74.4577  1594.1654        420       1560        535       1356
    1.0648    27.7021    28.7669    74.4004  1595.5095       1535       1520        548       1357
    1.0395    27.7030    28.7426    74.3821  1596.8539        969       1499        555       1358
    0.9553    27.7039    28.6592    74.3653  1598.1986       1613       1429        579       1359
    1.1671    27.7040    28.8711    74.3636  1599.5433       1189       1605        518       1360
    1.0034    27.7044    28.7078    74.3558  1600.8882        335       1469        565       1361
    0.9505    27.7052    28.6557    74.3395  1602.2334       1126       1425        580       1362
    1.0961    27.7055    28.8016    74.3342  1603.5787        828       1546        538       1363
    1.1611    27.7065    28.8676    74.3147  1604.9243         26       1600        519       1364
    1.0913    27.7069    28.7981    74.3084  1606.2701        195       1542        539       1365
    1.0660    27.7078    28.7738    74.2900  1607.6161       1629       1521        546       1366
    1.0552    27.7082    28.7634    74.2822  1608.9623         22       1512        549       1367
    0.9180    27.7099    28.6279    74.2491  1610.3092         81       1398        588       1368
    1.3344    27.7104    29.0448    74.2405  1611.6561       1239       1744        468       1369
    0.9240    27.7109    28.6349    74.2312  1613.0033       1653       1403        586       1370
    0.9914    27.7130    28.7044    74.1912  1614.3511       1521       1459        566       1371
    1.0780    27.7131    28.7912    74.1875  1615.6991        435       1531        541       1372
    1.1743    27.7141    28.8885    74.1685  1617.0474        659       1611        513       1373
    0.9457    27.7170    28.6627    74.1134  1618.3966       1656       1421        578       1374
    0.9721    27.7183    28.6905    74.0882  1619.7464        120       1443        570       1375
    0.9842    27.7202    28.7044    74.0524  1621.0968       1598       1453        566       1376
    0.9035    27.7209    28.6245    74.0383  1622.4474       1563       1386        589       1377
    1.2670    27.7222    28.9892    74.0134  1623.7985       1327       1688        484       1378
    1.1142    27.7257    28.8398    73.9467  1625.1509       1531       1561        527       1379
    0.9300    27.7257    28.6557    73.9463  1626.5032        450       1408        580       1380
    0.8217    27.7263    28.5480    73.9342  1627.8558        867       1318        611       1381
    0.9288    27.7269    28.6557    73.9231  1629.2085        939       1407        580       1382
    1.2189    27.7287    28.9475    73.8893  1630.5619       1321       1648        496       1383
    0.8987    27.7327    28.6314    73.8122  1631.9167       1664       1382        587       1384
    0.9818    27.7330    28.7148    73.8058  1633.2716        770       1451        563       1385
    0.9216    27.7376    28.6592    73.7175  1634.6281       1171       1401        579       1386
    1.0167    27.7398    28.7565    73.6754  1635.9854       1143       1480        551       1387
    1.1166    27.7406    28.8572    73.6591  1637.3430       1289       1563        522       1388
    1.0564    27.7418    28.7981    73.6375  1638.7010       1067       1513        539       1389
    0.9890    27.7432    28.7321    73.6108  1640.0595         62       1457        558       1390
    1.0889    27.7440    28.8329    73.5944  1641.4183       1013       1540        529       1391
    1.0191    27.7443    28.7634    73.5881  1642.7772       1528       1482        549       1392
    0.9794    27.7458    28.7252    73.5593  1644.1367        825       1449        560       1393
    1.1876    27.7461    28.9336    73.5549  1645.4962        833       1622        500       1394
    1.0480    27.7467    28.7947    73.5424  1646.8560       1373       1506        540       1395
    0.9637    27.7476    28.7113    73.5256  1648.2160         17       1436        564       1396
    1.1791    27.7510    28.9302    73.4598  1649.5773        949       1615        501       1397
    1.0696    27.7528    28.8225    73.4246  1650.9393        348       1524        532       1398
    0.9132    27.7530    28.6661    73.4221  1652.3013        961       1394        577       1399
    1.3452    27.7551    29.1004    73.3803  1653.6640        824       1753        452       1400
    1.0359    27.7587    28.7947    73.3111  1655.0281        993       1496        540       1401
    1.0323    27.7589    28.7912    73.3084  1656.3922       1738       1493        541       1402
    1.0492    27.7594    28.8086    73.2984  1657.7565       1843       1507        536       1403
    1.1238    27.7612    28.8850    73.2637  1659.1214       1147       1569        514       1404
    1.0119    27.7620    28.7738    73.2490  1660.4866        261       1476        546       1405
    0.9998    27.7636    28.7634    73.2180  1661.8524       1106       1466        549       1406
    1.1178    27.7638    28.8815    73.2148  1663.2182       1620       1564        515       1407
    1.1719    27.7652    28.9371    73.1874  1664.5846        789       1609        499       1408
    1.0323    27.7658    28.7981    73.1749  1665.9512       1623       1493        539       1409
    1.1154    27.7662    28.8815    73.1685  1667.3179       1621       1562        515       1410
    0.9421    27.7692    28.7113    73.1145  1668.6856        307       1418        564       1411
    0.9312    27.7697    28.7009    73.1096  1670.0534        801       1409        567       1412
    0.3415    27.7723    28.1138    73.0782  1671.4218        296        919        736       1413
    0.9035    27.7730    28.6766    73.0696  1672.7904       1160       1386        574       1414
    1.1418    27.7744    28.9163    73.0529  1674.1592       1222       1584        505       1415
    1.0720    27.7747    28.8468    73.0490  1675.5282       1382       1526        525       1416
    1.2140    27.7752    28.9892    73.0441  1676.8972         91       1644        484       1417
